matrix, M, N, nz, type, avgTime, avgGFlops, nThreads
adder_dcop_32, 1813, 1813, 11246, HLL, 0.071492, 0.314609, 35
adder_dcop_32, 1813, 1813, 11246, CSR, 0.013242, 1.698483, 36
adder_dcop_32, 1813, 1813, 11246, HLL, 0.073163, 0.307424, 36
adder_dcop_32, 1813, 1813, 11246, CSR, 0.011848, 1.898412, 37
adder_dcop_32, 1813, 1813, 11246, HLL, 0.073228, 0.307151, 37
adder_dcop_32, 1813, 1813, 11246, CSR, 0.013727, 1.638501, 38
adder_dcop_32, 1813, 1813, 11246, HLL, 0.077996, 0.288374, 38
adder_dcop_32, 1813, 1813, 11246, CSR, 0.013720, 1.639327, 39
adder_dcop_32, 1813, 1813, 11246, HLL, 0.077877, 0.288813, 39
adder_dcop_32, 1813, 1813, 11246, CSR, 0.013798, 1.630129, 40
adder_dcop_32, 1813, 1813, 11246, HLL, 0.079546, 0.282755, 40
west2021, 2021, 2021, 7353, serial, 0.008104, 1.814634, 1
west2021, 2021, 2021, 7353, CSR, 0.009229, 1.593413, 1
west2021, 2021, 2021, 7353, HLL, 0.030429, 0.483285, 1
west2021, 2021, 2021, 7353, CSR, 0.005098, 2.884390, 2
west2021, 2021, 2021, 7353, HLL, 0.016366, 0.898577, 2
west2021, 2021, 2021, 7353, CSR, 0.009863, 1.490962, 3
west2021, 2021, 2021, 7353, HLL, 0.014011, 1.049571, 3
west2021, 2021, 2021, 7353, CSR, 0.004906, 2.997271, 4
west2021, 2021, 2021, 7353, HLL, 0.012443, 1.181884, 4
west2021, 2021, 2021, 7353, CSR, 0.005102, 2.882626, 5
west2021, 2021, 2021, 7353, HLL, 0.012540, 1.172714, 5
west2021, 2021, 2021, 7353, CSR, 0.005027, 2.925579, 6
west2021, 2021, 2021, 7353, HLL, 0.011021, 1.334388, 6
west2021, 2021, 2021, 7353, CSR, 0.004791, 3.069295, 7
west2021, 2021, 2021, 7353, HLL, 0.011379, 1.292429, 7
west2021, 2021, 2021, 7353, CSR, 0.005574, 2.638249, 8
west2021, 2021, 2021, 7353, HLL, 0.011816, 1.244545, 8
west2021, 2021, 2021, 7353, CSR, 0.005795, 2.537841, 9
west2021, 2021, 2021, 7353, HLL, 0.014005, 1.050054, 9
west2021, 2021, 2021, 7353, CSR, 0.005591, 2.630119, 10
west2021, 2021, 2021, 7353, HLL, 0.012158, 1.209623, 10
west2021, 2021, 2021, 7353, CSR, 0.005609, 2.621681, 11
west2021, 2021, 2021, 7353, HLL, 0.012583, 1.168691, 11
west2021, 2021, 2021, 7353, CSR, 0.005464, 2.691515, 12
west2021, 2021, 2021, 7353, HLL, 0.013465, 1.092156, 12
west2021, 2021, 2021, 7353, CSR, 0.005576, 2.637533, 13
west2021, 2021, 2021, 7353, HLL, 0.013831, 1.063246, 13
west2021, 2021, 2021, 7353, CSR, 0.007242, 2.030606, 14
west2021, 2021, 2021, 7353, HLL, 0.017745, 0.828762, 14
west2021, 2021, 2021, 7353, CSR, 0.007843, 1.875105, 15
west2021, 2021, 2021, 7353, HLL, 0.020248, 0.726305, 15
west2021, 2021, 2021, 7353, CSR, 0.008525, 1.724945, 16
west2021, 2021, 2021, 7353, HLL, 0.020340, 0.722998, 16
west2021, 2021, 2021, 7353, CSR, 0.008103, 1.814931, 17
west2021, 2021, 2021, 7353, HLL, 0.021326, 0.689590, 17
west2021, 2021, 2021, 7353, CSR, 0.008973, 1.638982, 18
west2021, 2021, 2021, 7353, HLL, 0.022896, 0.642295, 18
west2021, 2021, 2021, 7353, CSR, 0.008872, 1.657590, 19
west2021, 2021, 2021, 7353, HLL, 0.023657, 0.621644, 19
west2021, 2021, 2021, 7353, CSR, 0.010072, 1.460054, 20
west2021, 2021, 2021, 7353, HLL, 0.023671, 0.621267, 20
west2021, 2021, 2021, 7353, CSR, 0.010246, 1.435306, 21
west2021, 2021, 2021, 7353, HLL, 0.024959, 0.589198, 21
west2021, 2021, 2021, 7353, CSR, 0.007868, 1.869024, 22
west2021, 2021, 2021, 7353, HLL, 0.020715, 0.709907, 22
west2021, 2021, 2021, 7353, CSR, 0.008273, 1.777483, 23
west2021, 2021, 2021, 7353, HLL, 0.021839, 0.673385, 23
west2021, 2021, 2021, 7353, CSR, 0.011058, 1.329918, 24
west2021, 2021, 2021, 7353, HLL, 0.025763, 0.570828, 24
west2021, 2021, 2021, 7353, CSR, 0.008358, 1.759435, 25
west2021, 2021, 2021, 7353, HLL, 0.023285, 0.631555, 25
west2021, 2021, 2021, 7353, CSR, 0.012314, 1.194224, 26
west2021, 2021, 2021, 7353, HLL, 0.028307, 0.519517, 26
west2021, 2021, 2021, 7353, CSR, 0.011387, 1.291473, 27
west2021, 2021, 2021, 7353, HLL, 0.028223, 0.521071, 27
west2021, 2021, 2021, 7353, CSR, 0.011559, 1.272205, 28
west2021, 2021, 2021, 7353, HLL, 0.028025, 0.524754, 28
west2021, 2021, 2021, 7353, CSR, 0.008907, 1.651150, 29
west2021, 2021, 2021, 7353, HLL, 0.024509, 0.600023, 29
west2021, 2021, 2021, 7353, CSR, 0.011973, 1.228274, 30
west2021, 2021, 2021, 7353, HLL, 0.029737, 0.494532, 30
west2021, 2021, 2021, 7353, CSR, 0.012798, 1.149063, 31
west2021, 2021, 2021, 7353, HLL, 0.029936, 0.491246, 31
west2021, 2021, 2021, 7353, CSR, 0.013026, 1.128941, 32
west2021, 2021, 2021, 7353, HLL, 0.030951, 0.475143, 32
west2021, 2021, 2021, 7353, CSR, 0.012885, 1.141363, 33
west2021, 2021, 2021, 7353, HLL, 0.030838, 0.476873, 33
west2021, 2021, 2021, 7353, CSR, 0.010993, 1.337768, 34
west2021, 2021, 2021, 7353, HLL, 0.026855, 0.547615, 34
west2021, 2021, 2021, 7353, CSR, 0.010939, 1.344374, 35
west2021, 2021, 2021, 7353, HLL, 0.028314, 0.519388, 35
west2021, 2021, 2021, 7353, CSR, 0.013467, 1.091975, 36
west2021, 2021, 2021, 7353, HLL, 0.033257, 0.442196, 36
west2021, 2021, 2021, 7353, CSR, 0.011270, 1.304850, 37
west2021, 2021, 2021, 7353, HLL, 0.028084, 0.523644, 37
west2021, 2021, 2021, 7353, CSR, 0.014222, 1.034002, 38
west2021, 2021, 2021, 7353, HLL, 0.033383, 0.440526, 38
west2021, 2021, 2021, 7353, CSR, 0.014357, 1.024333, 39
west2021, 2021, 2021, 7353, HLL, 0.034476, 0.426559, 39
west2021, 2021, 2021, 7353, CSR, 0.014626, 1.005442, 40
west2021, 2021, 2021, 7353, HLL, 0.035882, 0.409846, 40
cavity10, 2597, 2597, 76367, serial, 0.074133, 2.060280, 1
cavity10, 2597, 2597, 76367, CSR, 0.075980, 2.010193, 1
cavity10, 2597, 2597, 76367, HLL, 0.167155, 0.913727, 1
cavity10, 2597, 2597, 76367, CSR, 0.042069, 3.630573, 2
cavity10, 2597, 2597, 76367, HLL, 0.094153, 1.622191, 2
cavity10, 2597, 2597, 76367, CSR, 0.029535, 5.171311, 3
cavity10, 2597, 2597, 76367, HLL, 0.067671, 2.257017, 3
cavity10, 2597, 2597, 76367, CSR, 0.022921, 6.663425, 4
cavity10, 2597, 2597, 76367, HLL, 0.049991, 3.055209, 4
cavity10, 2597, 2597, 76367, CSR, 0.019136, 7.981549, 5
cavity10, 2597, 2597, 76367, HLL, 0.041811, 3.652952, 5
cavity10, 2597, 2597, 76367, CSR, 0.016646, 9.175575, 6
cavity10, 2597, 2597, 76367, HLL, 0.035301, 4.326572, 6
cavity10, 2597, 2597, 76367, CSR, 0.015298, 9.983936, 7
cavity10, 2597, 2597, 76367, HLL, 0.031648, 4.826053, 7
cavity10, 2597, 2597, 76367, CSR, 0.014266, 10.706225, 8
cavity10, 2597, 2597, 76367, HLL, 0.029339, 5.205792, 8
cavity10, 2597, 2597, 76367, CSR, 0.013990, 10.917677, 9
cavity10, 2597, 2597, 76367, HLL, 0.029858, 5.115359, 9
cavity10, 2597, 2597, 76367, CSR, 0.013095, 11.663784, 10
cavity10, 2597, 2597, 76367, HLL, 0.026280, 5.811747, 10
cavity10, 2597, 2597, 76367, CSR, 0.012203, 12.516553, 11
cavity10, 2597, 2597, 76367, HLL, 0.026185, 5.832882, 11
cavity10, 2597, 2597, 76367, CSR, 0.012152, 12.568159, 12
cavity10, 2597, 2597, 76367, HLL, 0.024994, 6.110924, 12
cavity10, 2597, 2597, 76367, CSR, 0.011875, 12.861946, 13
cavity10, 2597, 2597, 76367, HLL, 0.024264, 6.294699, 13
cavity10, 2597, 2597, 76367, CSR, 0.012828, 11.906675, 14
cavity10, 2597, 2597, 76367, HLL, 0.024447, 6.247542, 14
cavity10, 2597, 2597, 76367, CSR, 0.012056, 12.668205, 15
cavity10, 2597, 2597, 76367, HLL, 0.025101, 6.084866, 15
cavity10, 2597, 2597, 76367, CSR, 0.012268, 12.449660, 16
cavity10, 2597, 2597, 76367, HLL, 0.024129, 6.329983, 16
cavity10, 2597, 2597, 76367, CSR, 0.012446, 12.271978, 17
cavity10, 2597, 2597, 76367, HLL, 0.024816, 6.154624, 17
cavity10, 2597, 2597, 76367, CSR, 0.012901, 11.838708, 18
cavity10, 2597, 2597, 76367, HLL, 0.026605, 5.740806, 18
cavity10, 2597, 2597, 76367, CSR, 0.012237, 12.481497, 19
cavity10, 2597, 2597, 76367, HLL, 0.026798, 5.699501, 19
cavity10, 2597, 2597, 76367, CSR, 0.013650, 11.189018, 20
cavity10, 2597, 2597, 76367, HLL, 0.028006, 5.453651, 20
cavity10, 2597, 2597, 76367, CSR, 0.014542, 10.502640, 21
cavity10, 2597, 2597, 76367, HLL, 0.029611, 5.158071, 21
cavity10, 2597, 2597, 76367, CSR, 0.012885, 11.853747, 22
cavity10, 2597, 2597, 76367, HLL, 0.023575, 6.478710, 22
cavity10, 2597, 2597, 76367, CSR, 0.013030, 11.722101, 23
cavity10, 2597, 2597, 76367, HLL, 0.026337, 5.799241, 23
cavity10, 2597, 2597, 76367, CSR, 0.013994, 10.914044, 24
cavity10, 2597, 2597, 76367, HLL, 0.029216, 5.227838, 24
cavity10, 2597, 2597, 76367, CSR, 0.013703, 11.146185, 25
cavity10, 2597, 2597, 76367, HLL, 0.024218, 6.306754, 25
cavity10, 2597, 2597, 76367, CSR, 0.015502, 9.852829, 26
cavity10, 2597, 2597, 76367, HLL, 0.027761, 5.501760, 26
cavity10, 2597, 2597, 76367, CSR, 0.015474, 9.870055, 27
cavity10, 2597, 2597, 76367, HLL, 0.028500, 5.359082, 27
cavity10, 2597, 2597, 76367, CSR, 0.014874, 10.268385, 28
cavity10, 2597, 2597, 76367, HLL, 0.027697, 5.514447, 28
cavity10, 2597, 2597, 76367, CSR, 0.013292, 11.490249, 29
cavity10, 2597, 2597, 76367, HLL, 0.025095, 6.086165, 29
cavity10, 2597, 2597, 76367, CSR, 0.016214, 9.419681, 30
cavity10, 2597, 2597, 76367, HLL, 0.029385, 5.197666, 30
cavity10, 2597, 2597, 76367, CSR, 0.014860, 10.278231, 31
cavity10, 2597, 2597, 76367, HLL, 0.030614, 4.989090, 31
cavity10, 2597, 2597, 76367, CSR, 0.016003, 9.543983, 32
cavity10, 2597, 2597, 76367, HLL, 0.030657, 4.982065, 32
cavity10, 2597, 2597, 76367, CSR, 0.016531, 9.239235, 33
cavity10, 2597, 2597, 76367, HLL, 0.030706, 4.974030, 33
cavity10, 2597, 2597, 76367, CSR, 0.014260, 10.711015, 34
cavity10, 2597, 2597, 76367, HLL, 0.028033, 5.448338, 34
cavity10, 2597, 2597, 76367, CSR, 0.014571, 10.482350, 35
cavity10, 2597, 2597, 76367, HLL, 0.027384, 5.577466, 35
cavity10, 2597, 2597, 76367, CSR, 0.017434, 8.760611, 36
cavity10, 2597, 2597, 76367, HLL, 0.031230, 4.890586, 36
cavity10, 2597, 2597, 76367, CSR, 0.014499, 10.533807, 37
cavity10, 2597, 2597, 76367, HLL, 0.029222, 5.226742, 37
cavity10, 2597, 2597, 76367, CSR, 0.018065, 8.454494, 38
cavity10, 2597, 2597, 76367, HLL, 0.034433, 4.435747, 38
cavity10, 2597, 2597, 76367, CSR, 0.020488, 7.454878, 39
cavity10, 2597, 2597, 76367, HLL, 0.033994, 4.492939, 39
cavity10, 2597, 2597, 76367, CSR, 0.017635, 8.660748, 40
cavity10, 2597, 2597, 76367, HLL, 0.033757, 4.524501, 40
rdist2, 3198, 3198, 56934, serial, 0.052001, 2.189706, 1
rdist2, 3198, 3198, 56934, CSR, 0.055024, 2.069414, 1
rdist2, 3198, 3198, 56934, HLL, 0.192630, 0.591123, 1
rdist2, 3198, 3198, 56934, CSR, 0.029848, 3.814982, 2
rdist2, 3198, 3198, 56934, HLL, 0.109579, 1.039139, 2
rdist2, 3198, 3198, 56934, CSR, 0.028033, 4.061914, 3
rdist2, 3198, 3198, 56934, HLL, 0.076541, 1.487666, 3
rdist2, 3198, 3198, 56934, CSR, 0.017399, 6.544552, 4
rdist2, 3198, 3198, 56934, HLL, 0.056784, 2.005298, 4
rdist2, 3198, 3198, 56934, CSR, 0.014236, 7.998759, 5
rdist2, 3198, 3198, 56934, HLL, 0.047223, 2.411266, 5
rdist2, 3198, 3198, 56934, CSR, 0.012281, 9.271794, 6
rdist2, 3198, 3198, 56934, HLL, 0.040002, 2.846574, 6
rdist2, 3198, 3198, 56934, CSR, 0.010974, 10.375693, 7
rdist2, 3198, 3198, 56934, HLL, 0.035352, 3.220952, 7
rdist2, 3198, 3198, 56934, CSR, 0.010716, 10.625557, 8
rdist2, 3198, 3198, 56934, HLL, 0.033438, 3.405319, 8
rdist2, 3198, 3198, 56934, CSR, 0.010303, 11.052138, 9
rdist2, 3198, 3198, 56934, HLL, 0.030897, 3.685351, 9
rdist2, 3198, 3198, 56934, CSR, 0.009724, 11.710181, 10
rdist2, 3198, 3198, 56934, HLL, 0.028257, 4.029773, 10
rdist2, 3198, 3198, 56934, CSR, 0.009550, 11.923449, 11
rdist2, 3198, 3198, 56934, HLL, 0.026647, 4.273254, 11
rdist2, 3198, 3198, 56934, CSR, 0.009430, 12.075480, 12
rdist2, 3198, 3198, 56934, HLL, 0.025545, 4.457632, 12
rdist2, 3198, 3198, 56934, CSR, 0.009105, 12.505673, 13
rdist2, 3198, 3198, 56934, HLL, 0.024975, 4.559237, 13
rdist2, 3198, 3198, 56934, CSR, 0.009080, 12.540626, 14
rdist2, 3198, 3198, 56934, HLL, 0.025962, 4.385899, 14
rdist2, 3198, 3198, 56934, CSR, 0.010332, 11.020708, 15
rdist2, 3198, 3198, 56934, HLL, 0.026281, 4.332763, 15
rdist2, 3198, 3198, 56934, CSR, 0.010265, 11.092372, 16
rdist2, 3198, 3198, 56934, HLL, 0.026013, 4.377290, 16
rdist2, 3198, 3198, 56934, CSR, 0.009873, 11.533738, 17
rdist2, 3198, 3198, 56934, HLL, 0.026733, 4.259431, 17
rdist2, 3198, 3198, 56934, CSR, 0.009896, 11.506439, 18
rdist2, 3198, 3198, 56934, HLL, 0.026975, 4.221240, 18
rdist2, 3198, 3198, 56934, CSR, 0.010589, 10.753071, 19
rdist2, 3198, 3198, 56934, HLL, 0.027443, 4.149205, 19
rdist2, 3198, 3198, 56934, CSR, 0.010808, 10.535780, 20
rdist2, 3198, 3198, 56934, HLL, 0.028649, 3.974609, 20
rdist2, 3198, 3198, 56934, CSR, 0.012235, 9.306871, 21
rdist2, 3198, 3198, 56934, HLL, 0.029100, 3.912925, 21
rdist2, 3198, 3198, 56934, CSR, 0.013368, 8.518046, 22
rdist2, 3198, 3198, 56934, HLL, 0.030105, 3.782394, 22
rdist2, 3198, 3198, 56934, CSR, 0.011160, 10.203574, 23
rdist2, 3198, 3198, 56934, HLL, 0.027299, 4.171199, 23
rdist2, 3198, 3198, 56934, CSR, 0.013255, 8.590463, 24
rdist2, 3198, 3198, 56934, HLL, 0.030669, 3.712789, 24
rdist2, 3198, 3198, 56934, CSR, 0.011586, 9.828304, 25
rdist2, 3198, 3198, 56934, HLL, 0.028244, 4.031624, 25
rdist2, 3198, 3198, 56934, CSR, 0.014131, 8.057827, 26
rdist2, 3198, 3198, 56934, HLL, 0.030603, 3.720800, 26
rdist2, 3198, 3198, 56934, CSR, 0.013678, 8.324712, 27
rdist2, 3198, 3198, 56934, HLL, 0.030852, 3.690783, 27
rdist2, 3198, 3198, 56934, CSR, 0.011589, 9.825895, 28
rdist2, 3198, 3198, 56934, HLL, 0.027301, 4.170794, 28
rdist2, 3198, 3198, 56934, CSR, 0.011512, 9.890917, 29
rdist2, 3198, 3198, 56934, HLL, 0.027381, 4.158615, 29
rdist2, 3198, 3198, 56934, CSR, 0.013480, 8.447146, 30
rdist2, 3198, 3198, 56934, HLL, 0.031144, 3.656185, 30
rdist2, 3198, 3198, 56934, CSR, 0.014463, 7.873082, 31
rdist2, 3198, 3198, 56934, HLL, 0.033141, 3.435860, 31
rdist2, 3198, 3198, 56934, CSR, 0.013753, 8.279262, 32
rdist2, 3198, 3198, 56934, HLL, 0.032100, 3.547283, 32
rdist2, 3198, 3198, 56934, CSR, 0.014572, 7.814035, 33
rdist2, 3198, 3198, 56934, HLL, 0.032892, 3.461860, 33
rdist2, 3198, 3198, 56934, CSR, 0.013949, 8.163043, 34
rdist2, 3198, 3198, 56934, HLL, 0.033473, 3.401785, 34
rdist2, 3198, 3198, 56934, CSR, 0.012248, 9.296893, 35
rdist2, 3198, 3198, 56934, HLL, 0.028385, 4.011619, 35
rdist2, 3198, 3198, 56934, CSR, 0.014528, 7.837791, 36
rdist2, 3198, 3198, 56934, HLL, 0.034493, 3.301216, 36
rdist2, 3198, 3198, 56934, CSR, 0.012877, 8.842758, 37
rdist2, 3198, 3198, 56934, HLL, 0.029645, 3.841028, 37
rdist2, 3198, 3198, 56934, CSR, 0.014857, 7.664498, 38
rdist2, 3198, 3198, 56934, HLL, 0.035247, 3.230556, 38
rdist2, 3198, 3198, 56934, CSR, 0.015208, 7.487508, 39
rdist2, 3198, 3198, 56934, HLL, 0.034964, 3.256757, 39
rdist2, 3198, 3198, 56934, CSR, 0.013004, 8.756391, 40
rdist2, 3198, 3198, 56934, HLL, 0.030708, 3.708065, 40
cant, 62451, 62451, 4007383, serial, 4.734400, 1.692879, 1
cant, 62451, 62451, 4007383, CSR, 4.725935, 1.695911, 1
cant, 62451, 62451, 4007383, HLL, 6.436079, 1.245287, 1
cant, 62451, 62451, 4007383, CSR, 2.492970, 3.214947, 2
cant, 62451, 62451, 4007383, HLL, 3.334100, 2.403877, 2
cant, 62451, 62451, 4007383, CSR, 1.708075, 4.692281, 3
cant, 62451, 62451, 4007383, HLL, 2.677490, 2.993388, 3
cant, 62451, 62451, 4007383, CSR, 1.561507, 5.132713, 4
cant, 62451, 62451, 4007383, HLL, 2.225989, 3.600542, 4
cant, 62451, 62451, 4007383, CSR, 1.297751, 6.175887, 5
cant, 62451, 62451, 4007383, HLL, 2.090781, 3.833383, 5
cant, 62451, 62451, 4007383, CSR, 1.201656, 6.669769, 6
cant, 62451, 62451, 4007383, HLL, 1.860893, 4.306946, 6
cant, 62451, 62451, 4007383, CSR, 1.009394, 7.940180, 7
cant, 62451, 62451, 4007383, HLL, 1.811675, 4.423954, 7
cant, 62451, 62451, 4007383, CSR, 0.945439, 8.477296, 8
cant, 62451, 62451, 4007383, HLL, 1.672231, 4.792859, 8
cant, 62451, 62451, 4007383, CSR, 0.856429, 9.358355, 9
cant, 62451, 62451, 4007383, HLL, 1.684658, 4.757503, 9
cant, 62451, 62451, 4007383, CSR, 0.731717, 10.953367, 10
cant, 62451, 62451, 4007383, HLL, 1.663575, 4.817797, 10
cant, 62451, 62451, 4007383, CSR, 0.689039, 11.631810, 11
cant, 62451, 62451, 4007383, HLL, 1.653626, 4.846783, 11
cant, 62451, 62451, 4007383, CSR, 0.682447, 11.744165, 12
cant, 62451, 62451, 4007383, HLL, 1.592377, 5.033209, 12
cant, 62451, 62451, 4007383, CSR, 0.643264, 12.459521, 13
cant, 62451, 62451, 4007383, HLL, 1.580156, 5.072138, 13
cant, 62451, 62451, 4007383, CSR, 0.622503, 12.875057, 14
cant, 62451, 62451, 4007383, HLL, 1.602197, 5.002360, 14
cant, 62451, 62451, 4007383, CSR, 0.592959, 13.516561, 15
cant, 62451, 62451, 4007383, HLL, 1.571461, 5.100199, 15
cant, 62451, 62451, 4007383, CSR, 0.548010, 14.625227, 16
cant, 62451, 62451, 4007383, HLL, 1.553349, 5.159668, 16
cant, 62451, 62451, 4007383, CSR, 0.503075, 15.931541, 17
cant, 62451, 62451, 4007383, HLL, 1.520205, 5.272162, 17
cant, 62451, 62451, 4007383, CSR, 0.479777, 16.705196, 18
cant, 62451, 62451, 4007383, HLL, 1.495467, 5.359374, 18
cant, 62451, 62451, 4007383, CSR, 0.458151, 17.493736, 19
cant, 62451, 62451, 4007383, HLL, 1.497757, 5.351180, 19
cant, 62451, 62451, 4007383, CSR, 0.412275, 19.440354, 20
cant, 62451, 62451, 4007383, HLL, 1.436928, 5.577710, 20
cant, 62451, 62451, 4007383, CSR, 0.464611, 17.250502, 21
cant, 62451, 62451, 4007383, HLL, 1.561505, 5.132720, 21
cant, 62451, 62451, 4007383, CSR, 0.487228, 16.449718, 22
cant, 62451, 62451, 4007383, HLL, 1.555334, 5.153085, 22
cant, 62451, 62451, 4007383, CSR, 0.420807, 19.046170, 23
cant, 62451, 62451, 4007383, HLL, 1.553732, 5.158397, 23
cant, 62451, 62451, 4007383, CSR, 0.417655, 19.189931, 24
cant, 62451, 62451, 4007383, HLL, 1.539432, 5.206314, 24
cant, 62451, 62451, 4007383, CSR, 0.377691, 21.220412, 25
cant, 62451, 62451, 4007383, HLL, 1.539424, 5.206342, 25
cant, 62451, 62451, 4007383, CSR, 0.405758, 19.752561, 26
cant, 62451, 62451, 4007383, HLL, 1.496880, 5.354316, 26
cant, 62451, 62451, 4007383, CSR, 0.381852, 20.989169, 27
cant, 62451, 62451, 4007383, HLL, 1.080642, 7.416670, 27
cant, 62451, 62451, 4007383, CSR, 0.343055, 23.362892, 28
cant, 62451, 62451, 4007383, HLL, 0.953263, 8.407718, 28
cant, 62451, 62451, 4007383, CSR, 0.351384, 22.809151, 29
cant, 62451, 62451, 4007383, HLL, 0.948797, 8.447289, 29
cant, 62451, 62451, 4007383, CSR, 0.362424, 22.114309, 30
cant, 62451, 62451, 4007383, HLL, 0.924397, 8.670260, 30
cant, 62451, 62451, 4007383, CSR, 0.366074, 21.893845, 31
cant, 62451, 62451, 4007383, HLL, 0.953524, 8.405420, 31
cant, 62451, 62451, 4007383, CSR, 0.371583, 21.569246, 32
cant, 62451, 62451, 4007383, HLL, 0.955096, 8.391580, 32
cant, 62451, 62451, 4007383, CSR, 0.380322, 21.073637, 33
cant, 62451, 62451, 4007383, HLL, 0.930623, 8.612259, 33
cant, 62451, 62451, 4007383, CSR, 0.381823, 20.990798, 34
cant, 62451, 62451, 4007383, HLL, 0.978085, 8.194344, 34
cant, 62451, 62451, 4007383, CSR, 0.364934, 21.962210, 35
cant, 62451, 62451, 4007383, HLL, 0.968019, 8.279551, 35
cant, 62451, 62451, 4007383, CSR, 0.361563, 22.166975, 36
cant, 62451, 62451, 4007383, HLL, 0.919213, 8.719156, 36
cant, 62451, 62451, 4007383, CSR, 0.357024, 22.448809, 37
cant, 62451, 62451, 4007383, HLL, 0.966601, 8.291703, 37
cant, 62451, 62451, 4007383, CSR, 0.352622, 22.729037, 38
cant, 62451, 62451, 4007383, HLL, 0.976631, 8.206545, 38
cant, 62451, 62451, 4007383, CSR, 0.354925, 22.581549, 39
cant, 62451, 62451, 4007383, HLL, 0.916573, 8.744278, 39
cant, 62451, 62451, 4007383, CSR, 0.346759, 23.113382, 40
cant, 62451, 62451, 4007383, HLL, 1.029518, 7.784968, 40
olafu, 16146, 16146, 1015156, serial, 1.085727, 1.870002, 1
olafu, 16146, 16146, 1015156, CSR, 1.064304, 1.907643, 1
olafu, 16146, 16146, 1015156, HLL, 1.474951, 1.376528, 1
olafu, 16146, 16146, 1015156, CSR, 0.572649, 3.545475, 2
olafu, 16146, 16146, 1015156, HLL, 0.787615, 2.577798, 2
olafu, 16146, 16146, 1015156, CSR, 0.378864, 5.358944, 3
olafu, 16146, 16146, 1015156, HLL, 0.517611, 3.922470, 3
olafu, 16146, 16146, 1015156, CSR, 0.283774, 7.154680, 4
olafu, 16146, 16146, 1015156, HLL, 0.374304, 5.424230, 4
olafu, 16146, 16146, 1015156, CSR, 0.231322, 8.776996, 5
olafu, 16146, 16146, 1015156, HLL, 0.311337, 6.521264, 5
olafu, 16146, 16146, 1015156, CSR, 0.194587, 10.433962, 6
olafu, 16146, 16146, 1015156, HLL, 0.260177, 7.803589, 6
olafu, 16146, 16146, 1015156, CSR, 0.170212, 11.928153, 7
olafu, 16146, 16146, 1015156, HLL, 0.228162, 8.898548, 7
olafu, 16146, 16146, 1015156, CSR, 0.151151, 13.432314, 8
olafu, 16146, 16146, 1015156, HLL, 0.202713, 10.015718, 8
olafu, 16146, 16146, 1015156, CSR, 0.139019, 14.604547, 9
olafu, 16146, 16146, 1015156, HLL, 0.181542, 11.183722, 9
olafu, 16146, 16146, 1015156, CSR, 0.124722, 16.278655, 10
olafu, 16146, 16146, 1015156, HLL, 0.168829, 12.025836, 10
olafu, 16146, 16146, 1015156, CSR, 0.112477, 18.050962, 11
olafu, 16146, 16146, 1015156, HLL, 0.156359, 12.984958, 11
olafu, 16146, 16146, 1015156, CSR, 0.104337, 19.459124, 12
olafu, 16146, 16146, 1015156, HLL, 0.143027, 14.195352, 12
olafu, 16146, 16146, 1015156, CSR, 0.095831, 21.186350, 13
olafu, 16146, 16146, 1015156, HLL, 0.132976, 15.268223, 13
olafu, 16146, 16146, 1015156, CSR, 0.089104, 22.785866, 14
olafu, 16146, 16146, 1015156, HLL, 0.127152, 15.967641, 14
olafu, 16146, 16146, 1015156, CSR, 0.083879, 24.205118, 15
olafu, 16146, 16146, 1015156, HLL, 0.119316, 17.016220, 15
olafu, 16146, 16146, 1015156, CSR, 0.083449, 24.330064, 16
olafu, 16146, 16146, 1015156, HLL, 0.123843, 16.394273, 16
olafu, 16146, 16146, 1015156, CSR, 0.079957, 25.392578, 17
olafu, 16146, 16146, 1015156, HLL, 0.112651, 18.022996, 17
olafu, 16146, 16146, 1015156, CSR, 0.078061, 26.009428, 18
olafu, 16146, 16146, 1015156, HLL, 0.115571, 17.567715, 18
olafu, 16146, 16146, 1015156, CSR, 0.073552, 27.603723, 19
olafu, 16146, 16146, 1015156, HLL, 0.107039, 18.967944, 19
olafu, 16146, 16146, 1015156, CSR, 0.070209, 28.917959, 20
olafu, 16146, 16146, 1015156, HLL, 0.109305, 18.574721, 20
olafu, 16146, 16146, 1015156, CSR, 0.086515, 23.467758, 21
olafu, 16146, 16146, 1015156, HLL, 0.105749, 19.199290, 21
olafu, 16146, 16146, 1015156, CSR, 0.082667, 24.560013, 22
olafu, 16146, 16146, 1015156, HLL, 0.102747, 19.760376, 22
olafu, 16146, 16146, 1015156, CSR, 0.080004, 25.377540, 23
olafu, 16146, 16146, 1015156, HLL, 0.103262, 19.661781, 23
olafu, 16146, 16146, 1015156, CSR, 0.079599, 25.506827, 24
olafu, 16146, 16146, 1015156, HLL, 0.102460, 19.815626, 24
olafu, 16146, 16146, 1015156, CSR, 0.076167, 26.655991, 25
olafu, 16146, 16146, 1015156, HLL, 0.100040, 20.294942, 25
olafu, 16146, 16146, 1015156, CSR, 0.074987, 27.075605, 26
olafu, 16146, 16146, 1015156, HLL, 0.106320, 19.096239, 26
olafu, 16146, 16146, 1015156, CSR, 0.073197, 27.737518, 27
olafu, 16146, 16146, 1015156, HLL, 0.100307, 20.240965, 27
olafu, 16146, 16146, 1015156, CSR, 0.070800, 28.676543, 28
